"canonical_asset_id","source_labels","source_occurrences","canonical_title","canonical_title_status","visible_text","normalized_text","text_fingerprint","text_fingerprint_status","file_sha256","perceptual_hash","image_width","image_height","aspect_ratio","preview_file","preview_width","preview_height","material_final_path","selection_map_path","asset_status"
"RDL-011","[""5.6B""]","[{""occurrenceId"":""5.6B-M1-RDL-01"",""set"":""5.6B"",""sourceDate"":""2026-05-06"",""sourceFile"":""5月/Questions/5.6B.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read a notice.""}]","Dormitory Quiet Hours","reviewed_canonical","Dormitory Quiet Hours
On Sundays through Thursdays, quiet hours begin at 10:00 P.M. On Fridays and Saturdays, they begin at midnight.
• Please limit noise in hallways, lounges, and rooms. • Keep music and conversations at a low volume.
Violations will incur a $50 fine.
Contact Residence Life at 863-555-0153 with questions or concerns.","dormitory quiet hours on sundays through thursdays, quiet hours begin at 10:00 p.m. on fridays and saturdays, they begin at midnight. • please limit noise in hallways, lounges, and rooms. • keep music and conversations at a low volume. violations will incur a $50 fine. contact residence life at 863-555-0153 with questions or concerns.","sha256:cc9678b69a4af2e706d7c1d7780f9fbcf3832961fb33ebeef719c347e1731110","available","9f5cf5d5f63ddfd8d4eaec3051aafdeec6c003cb8e17256533ae51c2fb888bab","ad74d491c50f924f","1568","908","1.72687225","RDL_DEDUP_PREVIEWS/RDL-011.jpg","800","463","public/reading/rdl/rdl-011/material_final.png","public/reading/rdl/rdl-011/selection_map.json","frozen_verified"
"RDL-012","[""5.6B""]","[{""occurrenceId"":""5.6B-M1-RDL-02"",""set"":""5.6B"",""sourceDate"":""2026-05-06"",""sourceFile"":""5月/Questions/5.6B.pdf"",""questionRange"":{""start"":23,""end"":25},""rdlType"":""Read a notice.""}]","Cold And Flu Prevention","reviewed_canonical","Stay Healthy During + Cold And Flu Season
Cases of flu have been climbing this winter, and the Campus Health Services office is advising all students, faculty, and staff to take precautions.
Campus Health Services offers free flu vaccinations and recommends that everyone except those with vaccine allergies come to get the quick and effective shot.
In addition, measures like handwashing can make a big difference in reducing your exposure to the flu virus. And of course, if you feel sick, avoid close contact with others to keep from spreading your illness.
Flu symptoms include fever, aches, sore throat, and fatigue. While these symptoms are also typical of the common cold, the flu tends to come on quite rapidly and symptoms can be severe. Students experiencing these symptoms should see one of the Health Services doctors as soon as possible. In some cases, antiviral medication may be prescribed.","stay healthy during + cold and flu season cases of flu have been climbing this winter, and the campus health services office is advising all students, faculty, and staff to take precautions. campus health services offers free flu vaccinations and recommends that everyone except those with vaccine allergies come to get the quick and effective shot. in addition, measures like handwashing can make a big difference in reducing your exposure to the flu virus. and of course, if you feel sick, avoid close contact with others to keep from spreading your illness. flu symptoms include fever, aches, sore throat, and fatigue. while these symptoms are also typical of the common cold, the flu tends to come on quite rapidly and symptoms can be severe. students experiencing these symptoms should see one of the health services doctors as soon as possible. in some cases, antiviral medication may be prescribed.","sha256:4c5fb29a52746372cf51099ed7875633c7b51bdff8d3680164ab33849cd03b0b","available","06fba5278c2fc6c88279f2abeb994d2f04afb36bdc807c0c50233f13f9f0c1e9","a7637b623aa58d88","1678","1630","1.02944785","RDL_DEDUP_PREVIEWS/RDL-012.jpg","800","777","public/reading/rdl/rdl-012/material_final.png","public/reading/rdl/rdl-012/selection_map.json","frozen_verified"
"RDL-013","[""5.10A""]","[{""occurrenceId"":""5.10A-M1-RDL-01"",""set"":""5.10A"",""sourceDate"":""2026-05-10"",""sourceFile"":""5月/Questions/5.10A-M1.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read a review.""}]","Tasty Bites","reviewed_canonical","Tasty Bites
Located near campus, Tasty Bites serves up local and international specialties. Offerings range from curries to pasta, appealing to a variety of palates. The cozy atmosphere and attentive staff make this spot great for casual hangouts as well as for special occasions.
Prices are high, but generous portions and top-notch ingredients provide good value.","tasty bites located near campus, tasty bites serves up local and international specialties. offerings range from curries to pasta, appealing to a variety of palates. the cozy atmosphere and attentive staff make this spot great for casual hangouts as well as for special occasions. prices are high, but generous portions and top-notch ingredients provide good value.","sha256:1af3d576858b3aa1ec82c0cdb376e22ff9919cb8ba5cbf9c62c4d027dec95283","available","010dc7338575187f11a5c9f513631c337d91dbf671d9a170daed03fc8bec7113","da256152adcada95","1039","554","1.87545126","RDL_DEDUP_PREVIEWS/RDL-013.jpg","800","427","public/reading/rdl/rdl-013/material_final.png","public/reading/rdl/rdl-013/selection_map.json","frozen_verified"
"RDL-014","[""5.10A"",""6.17A""]","[{""occurrenceId"":""5.10A-M1-RDL-02"",""set"":""5.10A"",""sourceDate"":""2026-05-10"",""sourceFile"":""5月/Questions/5.10A-M1.pdf"",""questionRange"":{""start"":23,""end"":25},""rdlType"":""Read a newspaper article.""},{""occurrenceId"":""6.17A-M1-RDL-02"",""set"":""6.17A"",""sourceDate"":""2026-06-17"",""sourceFile"":""6月/PDF/M1_202060617A_R_01-35_PDF.pdf"",""questionRange"":{""start"":23,""end"":25},""rdlType"":""Read a newspaper article.""}]","Revitalizing Ridgeview Campus Life","reviewed_canonical","Revitalizing Campus Life at Ridgeview University
Ridgeview University has launched a series of initiatives for enhancing student life this year. The university has introduced a new housing program that provides affordable dormitories with modern amenities. Aimed at fostering a sense of community, these dormitories include common areas for socializing and studying.
In response to student feedback, the university has also expanded its campus employment opportunities, offering over 200 new positions in various departments. Additionally, Ridgeview is boosting its volunteering programs through partnerships with local nonprofit organizations, enabling students to earn credits while making a positive impact in the community. “Our goal is to create an environment where students can thrive academically and socially,” said Evan Carrow, Dean of Student Life.
The student body has reacted positively, with many expressing appreciation for the university’s efforts to adapt to their needs. The administration hopes these changes will promote student satisfaction.","revitalizing campus life at ridgeview university ridgeview university has launched a series of initiatives for enhancing student life this year. the university has introduced a new housing program that provides affordable dormitories with modern amenities. aimed at fostering a sense of community, these dormitories include common areas for socializing and studying. in response to student feedback, the university has also expanded its campus employment opportunities, offering over 200 new positions in various departments. additionally, ridgeview is boosting its volunteering programs through partnerships with local nonprofit organizations, enabling students to earn credits while making a positive impact in the community. ""our goal is to create an environment where students can thrive academically and socially,"" said evan carrow, dean of student life. the student body has reacted positively, with many expressing appreciation for the university's efforts to adapt to their needs. the administration hopes these changes will promote student satisfaction.","sha256:23c2ef37b12a45e30645fd8843454eeb1c701f0cad5cdb0fa8b3396ec51d0fb6","available","b11aa8b514d35650dd3fe1d8f7cdfc99c756cc1d10b8b68f151504bb13353f11","ab60b561a1d1d62f","995","964","1.03215768","RDL_DEDUP_PREVIEWS/RDL-014.jpg","800","775","public/reading/rdl/rdl-014/material_final.png","public/reading/rdl/rdl-014/selection_map.json","frozen_verified"
"RDL-015","[""5.10B"",""5.13""]","[{""occurrenceId"":""5.10B-M1-RDL-01"",""set"":""5.10B"",""sourceDate"":""2026-05-10"",""sourceFile"":""5月/Questions/5.10B.docx"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read an email.""},{""occurrenceId"":""5.13-M1-RDL-01"",""set"":""5.13"",""sourceDate"":""2026-05-13"",""sourceFile"":""5月/Questions/5.13-M1.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read an email.""}]","Goodbooks Shipment","reviewed_canonical","Subject: GoodBooks shipment
Dear Mr. Brown,
GoodBooks has shipped your order, which will arrive on December 10. As a loyal customer, you will receive a free book with your order. On the basis of your purchasing history, we decided your complimentary book should be nonfiction.
Regards,
Olivia Harris","subject: goodbooks shipment dear mr. brown, goodbooks has shipped your order, which will arrive on december 10. as a loyal customer, you will receive a free book with your order. on the basis of your purchasing history, we decided your complimentary book should be nonfiction. regards, olivia harris","sha256:95b108a193c540944d7cac24ba6b66b5242eb22ba7bd1a1c43d17ea4a237374a","available","7421d2b965eb6c5a2406dbfa6b68cce1f88ddec62181f349ecb7430fc91aaeb0","953e3a916ac56ccc","2232","1234","1.80875203","RDL_DEDUP_PREVIEWS/RDL-015.jpg","800","442","public/reading/rdl/rdl-015/material_final.png","public/reading/rdl/rdl-015/selection_map.json","frozen_verified"
"RDL-016","[""5.10B""]","[{""occurrenceId"":""5.10B-M1-RDL-02"",""set"":""5.10B"",""sourceDate"":""2026-05-10"",""sourceFile"":""5月/Questions/5.10B.docx"",""questionRange"":{""start"":23,""end"":24},""rdlType"":""Read an excerpt from a syllabus.""}]","Literature 201: Introduction To World Literature","reviewed_canonical","Literature 201:
Introduction to World Literature
Discover the richness of global storytelling through works from Asia, Africa, and Latin America. Engage in weekly discussions on critical themes, cultural contexts, and historical influences. Enjoy guest lectures by acclaimed authors and craft a reflective paper by week eight. Additional assignments to be determined.","literature 201: introduction to world literature discover the richness of global storytelling through works from asia, africa, and latin america. engage in weekly discussions on critical themes, cultural contexts, and historical influences. enjoy guest lectures by acclaimed authors and craft a reflective paper by week eight. additional assignments to be determined.","sha256:0ca396c94c8860173a988cfad932912d413c79923c27530470e5486c9e7bb78e","available","401539a1fa6dcb4e8d57c7dde1ae9e80199d3e6d1236e08db0b1a2a17071d170","bf07978d484b4cd1","1563","872","1.79243119","RDL_DEDUP_PREVIEWS/RDL-016.jpg","800","446","public/reading/rdl/rdl-016/material_final.png","public/reading/rdl/rdl-016/selection_map.json","frozen_verified"
"RDL-017","[""5.10B"",""5.28""]","[{""occurrenceId"":""5.10B-M1-RDL-03"",""set"":""5.10B"",""sourceDate"":""2026-05-10"",""sourceFile"":""5月/Questions/5.10B.docx"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read a text chain.""},{""occurrenceId"":""5.28-M1-RDL-04"",""set"":""5.28"",""sourceDate"":""2026-05-28"",""sourceFile"":""5月/Questions/5.28-M1.pdf"",""questionRange"":{""start"":28,""end"":30},""rdlType"":""Read a text chain.""}]","Concert Planning Chat","reviewed_canonical","Sandeep Patel (10:00 A.M.) Hey, are you coming to the concert tonight? I heard it's supposed to be amazing!
Fatima Khan (10:05 A.M.) I would like to, but one of my classmates has been out sick all week and our report is due tomorrow.
Sandeep Patel (10:07 A.M.) Oh no! That's a bummer.
Fatima Khan (10:10 A.M.) Yeah, it is. Maybe next time. Are you going with anyone? Sandeep Patel (10:12 A.M.) Actually, I'm going with my cousin from Bangalore. He's visiting for the weekend. Fatima Khan (10:15 A.M.) That's nice. Hope you both have a great time! Sandeep Patel (10:18 A.M.) Thanks. If you finish early, you're welcome to join us. Fatima Khan (10:20 A.M.) I'll keep that in mind and let you know later if I'm coming after all.","sandeep patel (10:00 a.m.) hey, are you coming to the concert tonight? i heard it's supposed to be amazing! fatima khan (10:05 a.m.) i would like to, but one of my classmates has been out sick all week and our report is due tomorrow. sandeep patel (10:07 a.m.) oh no! that's a bummer. fatima khan (10:10 a.m.) yeah, it is. maybe next time. are you going with anyone? sandeep patel (10:12 a.m.) actually, i'm going with my cousin from bangalore. he's visiting for the weekend. fatima khan (10:15 a.m.) that's nice. hope you both have a great time! sandeep patel (10:18 a.m.) thanks. if you finish early, you're welcome to join us. fatima khan (10:20 a.m.) i'll keep that in mind and let you know later if i'm coming after all.","sha256:f633021661c34ad5e57b23216975f94aecf8139b47232dd6a362244164bb49a2","available","e01face9c3226af8f4fe34249b66c38a41890b8868ab5459a2529625d16aadba","c0e23a626ba53f35","2248","2387","0.94176791","RDL_DEDUP_PREVIEWS/RDL-017.jpg","753","800","public/reading/rdl/rdl-017/material_final.png","public/reading/rdl/rdl-017/selection_map.json","frozen_verified"
"RDL-018","[""5.10B"",""6.10A""]","[{""occurrenceId"":""5.10B-M1-RDL-04"",""set"":""5.10B"",""sourceDate"":""2026-05-10"",""sourceFile"":""5月/Questions/5.10B.docx"",""questionRange"":{""start"":28,""end"":30},""rdlType"":""Read an email.""},{""occurrenceId"":""6.10A-M1-RDL-03"",""set"":""6.10A"",""sourceDate"":""2026-06-10"",""sourceFile"":""6月/PDF/M1_20260610A_R_01-35_PDF.pdf"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read an email.""}]","Internship Fair Follow-Up","reviewed_canonical","Nia Thompson From:
To: BrightPath Analytics HR
Internship fair follow-up Subject:
Dear BrightPath Team,
Thanks for speaking with me yesterday about your summer analyst program. The hardware design, marketing analytics, cybersecurity, and data storytelling tracks each offer valuable opportunities not available at other companies. Storytelling particularly attracts me, since my communications minor would help me present findings to nontechnical audiences.
Per your request,I have attached my portfolio of data visualization dashboards and case studies. I am available for virtual interviews on most weekday mornings and can start work in June after final exams. I would also be glad to complete coding assessments to demonstrate the skills that I would bring to BrightPath from my computer science major.
Please let me know what the next steps are, and when you need transcripts and a reference letter from my advisor. Thanks again for visiting campus and engaging with students. Best regards, Nia","nia thompson from: to: brightpath analytics hr internship fair follow-up subject: dear brightpath team, thanks for speaking with me yesterday about your summer analyst program. the hardware design, marketing analytics, cybersecurity, and data storytelling tracks each offer valuable opportunities not available at other companies. storytelling particularly attracts me, since my communications minor would help me present findings to nontechnical audiences. per your request,i have attached my portfolio of data visualization dashboards and case studies. i am available for virtual interviews on most weekday mornings and can start work in june after final exams. i would also be glad to complete coding assessments to demonstrate the skills that i would bring to brightpath from my computer science major. please let me know what the next steps are, and when you need transcripts and a reference letter from my advisor. thanks again for visiting campus and engaging with students. best regards, nia","sha256:549b1d30aed87b89909be22cb61de2359e8b06e98a524a66d289d18060fa0328","available","8c245139b4240d2f52d7060474df6f5292655010b1b21714f3240d8d942e4d6b","bf3a1a28e0c4eace","1475","1563","0.94369802","RDL_DEDUP_PREVIEWS/RDL-018.jpg","755","800","public/reading/rdl/rdl-018/material_final.png","public/reading/rdl/rdl-018/selection_map.json","frozen_verified"
"RDL-019","[""5.11A""]","[{""occurrenceId"":""5.11A-M1-RDL-01"",""set"":""5.11A"",""sourceDate"":""2026-05-11"",""sourceFile"":""5月/Questions/5.11A-M1.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read a course description.""}]","Engl 102: Introduction To Literature Ii","reviewed_canonical","ENGL 102: Introduction to Literature II
• Explores poetry, drama, and fiction through historical lenses. • Students develop analytical and interpretative skills through writing assignments. • Designed to deepen student awareness and love of literature. • Open to undergraduates who have completed ENGL 101.
Spring semester, MWF 9-10 A.M.
Instructor: Dr. Nadeem Al-Farsi.","engl 102: introduction to literature ii • explores poetry, drama, and fiction through historical lenses. • students develop analytical and interpretative skills through writing assignments. • designed to deepen student awareness and love of literature. • open to undergraduates who have completed engl 101. spring semester, mwf 9-10 a.m. instructor: dr. nadeem al-farsi.","sha256:100eedd294b7100daca8913df24ca6496fa3ec22d82f3293e9b45f9972278f3b","available","161d8413fb268346f2264bdbd29ee8b1c3b6bffe01a283a0a413fb94abc529ee","bd0f61f11e944e43","2100","1226","1.71288744","RDL_DEDUP_PREVIEWS/RDL-019.jpg","800","467","public/reading/rdl/rdl-019/material_final.png","public/reading/rdl/rdl-019/selection_map.json","frozen_verified"
"RDL-020","[""5.11A"",""6.9A"",""6.21A"",""6.21B"",""6.22A"",""6.23A""]","[{""occurrenceId"":""5.11A-M1-RDL-02"",""set"":""5.11A"",""sourceDate"":""2026-05-11"",""sourceFile"":""5月/Questions/5.11A-M1.pdf"",""questionRange"":{""start"":23,""end"":24},""rdlType"":""Read some instructions.""},{""occurrenceId"":""6.9A-M1-RDL-01"",""set"":""6.9A"",""sourceDate"":""2026-06-09"",""sourceFile"":""6月/PDF/M1_20260609A_R_01-35_PDF.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read some instructions.""},{""occurrenceId"":""6.21A-M1-RDL-01"",""set"":""6.21A"",""sourceDate"":""2026-06-21"",""sourceFile"":""6月/PDF/M1_20260621A_ R_01-35_PDF.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read some instructions.""},{""occurrenceId"":""6.21B-M1-RDL-01"",""set"":""6.21B"",""sourceDate"":""2026-06-21"",""sourceFile"":""6月/PDF/M1_20260621B_ R_01-35_PDF.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read some instructions.""},{""occurrenceId"":""6.22A-M1-RDL-01"",""set"":""6.22A"",""sourceDate"":""2026-06-22"",""sourceFile"":""6月/PDF/M1_20260622A_ R_01-35_PDF.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read some instructions.""},{""occurrenceId"":""6.23A-M1-RDL-01"",""set"":""6.23A"",""sourceDate"":""2026-06-23"",""sourceFile"":""6月/PDF/M1_20260623A_ R_01-35_PDF.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read some instructions.""}]","Dorm Router Reset Instructions","reviewed_canonical","Instructions for Resetting Your Dorm Room Router
Step 1: Unplug the router from the power source.
Step 2: Wait for 30 seconds.
Step 3: Plug the router back into the power source.
Step 4: Push the start button on the router.
Step 5:Wait for the router to fully restart.","instructions for resetting your dorm room router step 1: unplug the router from the power source. step 2: wait for 30 seconds. step 3: plug the router back into the power source. step 4: push the start button on the router. step 5:wait for the router to fully restart.","sha256:54b0d969a5a688ebdaa6eda5c6cde1085925c119999c4ce35cad69e36c27626f","available","0efa914ea951cccf359dd2f01ba9bfde3fd448be71d349e062ec32acd2929e76","a7e2c21fda0d483d","1788","1466","1.21964529","RDL_DEDUP_PREVIEWS/RDL-020.jpg","800","656","public/reading/rdl/rdl-020/material_final.png","public/reading/rdl/rdl-020/selection_map.json","frozen_verified"
"RDL-021","[""5.11A"",""5.13"",""6.9A""]","[{""occurrenceId"":""5.11A-M1-RDL-03"",""set"":""5.11A"",""sourceDate"":""2026-05-11"",""sourceFile"":""5月/Questions/5.11A-M1.pdf"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read an advertisement.""},{""occurrenceId"":""5.13-M1-RDL-03"",""set"":""5.13"",""sourceDate"":""2026-05-13"",""sourceFile"":""5月/Questions/5.13-M1.pdf"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read an advertisement.""},{""occurrenceId"":""6.9A-M1-RDL-03"",""set"":""6.9A"",""sourceDate"":""2026-06-09"",""sourceFile"":""6月/PDF/M1_20260609A_R_01-35_PDF.pdf"",""questionRange"":{""start"":25,""end"":27},""rdlType"":""Read an advertisement.""}]","Radiant Beauty Salon Opening","reviewed_canonical","Join us on Saturday, June 21, from 10:00 A.M. to 6:00 P.M. for the grand opening of Radiant Beauty Salon! Enjoy complimentary refreshments, live music, and exclusive offers: • 50% off your first service
• Special Student Discount: an extra 20% off your first service (must show valid identification)
• Free consultations with our expert stylists • Gift bags for the first 50 guests
Raffle prizes including a luxury spa day. Experience our top-notch services in hair, nails, and skincare. Don't miss out on a day of pampering and fun!","join us on saturday, june 21, from 10:00 a.m. to 6:00 p.m. for the grand opening of radiant beauty salon! enjoy complimentary refreshments, live music, and exclusive offers: • 50% off your first service • special student discount: an extra 20% off your first service (must show valid identification) • free consultations with our expert stylists • gift bags for the first 50 guests raffle prizes including a luxury spa day. experience our top-notch services in hair, nails, and skincare. don't miss out on a day of pampering and fun!","sha256:253e2cf34352a0b4f1e3e3a4712816039850bd46c0f35cc0999d460a9a823bee","available","18deaa68942c4434bed5a6c3f42ebfcfb06ed545ebef5502a33427c186974804","b54442666a6b7b2b","2224","1698","1.30977621","RDL_DEDUP_PREVIEWS/RDL-021.jpg","800","611","public/reading/rdl/rdl-021/material_final.png","public/reading/rdl/rdl-021/selection_map.json","frozen_verified"
"RDL-022","[""5.11A""]","[{""occurrenceId"":""5.11A-M1-RDL-04"",""set"":""5.11A"",""sourceDate"":""2026-05-11"",""sourceFile"":""5月/Questions/5.11A-M1.pdf"",""questionRange"":{""start"":28,""end"":30},""rdlType"":""Read a newspaper article.""}]","Self-Healing Concrete Breakthrough","reviewed_canonical","CAMPUS RESEARCHERS ""CRACK"" THE CONCRETE CODE
Researchers at the university have developed an affordable self-healing concrete. When cracks form, embedded microcapsules release a gap-sealing mineral solution. The prototype has already survived 50 freeze-thaw cycles in the lab, and now real-world testing is beginning on campus walkways, although students and faculty probably will not notice anything unusual beneath their feet. Researchers predict huge benefits. ""Our goal is to reduce costly repairs and extend building lifespans,"" said lead researcher Dr. Elena Vargas. ""Imagine bridges that fix themselves after storms."" Civil engineering professor Mark Chen called the innovation both practical and environmentally responsible. ""This could revolutionize construction,"" he said. ""By minimizing waste and extending the life of materials, we're saving money and reducing the environmental footprint."" Larger trials are in the works, but for now campus walkways are a living laboratory, offering a glimpse into a future where concrete is resilient enough to heal itself.","campus researchers ""crack"" the concrete code researchers at the university have developed an affordable self-healing concrete. when cracks form, embedded microcapsules release a gap-sealing mineral solution. the prototype has already survived 50 freeze-thaw cycles in the lab, and now real-world testing is beginning on campus walkways, although students and faculty probably will not notice anything unusual beneath their feet. researchers predict huge benefits. ""our goal is to reduce costly repairs and extend building lifespans,"" said lead researcher dr. elena vargas. ""imagine bridges that fix themselves after storms."" civil engineering professor mark chen called the innovation both practical and environmentally responsible. ""this could revolutionize construction,"" he said. ""by minimizing waste and extending the life of materials, we're saving money and reducing the environmental footprint."" larger trials are in the works, but for now campus walkways are a living laboratory, offering a glimpse into a future where concrete is resilient enough to heal itself.","sha256:7dfd7b3ac3cc37e00f086937dc27a0935e1f0035ca8f4aa9c3b14d7fcacc119c","available","b8efcad635c0b6b85b8071986177f57e21075c11a570a13f9c5ca8cd2315fa47","bb78d44ad095c617","2332","2286","1.02012248","RDL_DEDUP_PREVIEWS/RDL-022.jpg","800","784","public/reading/rdl/rdl-022/material_final.png","public/reading/rdl/rdl-022/selection_map.json","frozen_verified"
"RDL-023","[""5.11B"",""6.1C""]","[{""occurrenceId"":""5.11B-M1-RDL-01"",""set"":""5.11B"",""sourceDate"":""2026-05-11"",""sourceFile"":""5月/Questions/5.11B.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read an excerpt from a syllabus.""},{""occurrenceId"":""6.1C-M1-RDL-01"",""set"":""6.1C"",""sourceDate"":""2026-06-01"",""sourceFile"":""6月/PDF/6.1C-阅读.docx"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read an excerpt from a syllabus.""}]","Organic Chemistry I","reviewed_canonical","Organic Chemistry I
Organic Chemistry I is a core course for premed, pharmacy, biochemistry, and chemical engineering majors. Topics include molecular structure, reaction mechanisms, and stereochemistry.
Students complete weekly labs and problem sets.
There will be two major examinations. Emphasis is on analytical thinking and biological applications.
Prerequisite: General Chemistry.","organic chemistry i organic chemistry i is a core course for premed, pharmacy, biochemistry, and chemical engineering majors. topics include molecular structure, reaction mechanisms, and stereochemistry. students complete weekly labs and problem sets. there will be two major examinations. emphasis is on analytical thinking and biological applications. prerequisite: general chemistry.","sha256:cf7649e0f50962433aeeabcddd8b1ae45a0f6778e50e3ae331c6292fda891db7","available","0c241ac4e3e0f3645c06f2bc103341f37bf215595d1df1789d1ebd34c3e5e1f8","bb4c9995c4336aa5","1208","692","1.74566474","RDL_DEDUP_PREVIEWS/RDL-023.jpg","800","458","public/reading/rdl/rdl-023/material_final.png","public/reading/rdl/rdl-023/selection_map.json","frozen_verified"
"RDL-024","[""5.11B"",""6.1C""]","[{""occurrenceId"":""5.11B-M1-RDL-02"",""set"":""5.11B"",""sourceDate"":""2026-05-11"",""sourceFile"":""5月/Questions/5.11B.pdf"",""questionRange"":{""start"":23,""end"":25},""rdlType"":""Read an email.""},{""occurrenceId"":""6.1C-M1-RDL-02"",""set"":""6.1C"",""sourceDate"":""2026-06-01"",""sourceFile"":""6月/PDF/6.1C-阅读.docx"",""questionRange"":{""start"":23,""end"":25},""rdlType"":""Read an email.""}]","Request To Join Debate Club","reviewed_canonical","Debate Club Coordinator To:
Noam Mitchell From:
Sept 16, 7:27 A.M. Sent:
Subject: Request to join Debate Club Dear Club Coordinator, I'm writing to express my strong interest in joining the university Debate Club this semester. I attended last week's introductory session and found the discussion on international trade policies both stimulating and challenging. It reinforced my desire to engage in structured debates that explore diverse perspectives. I have prior experience competing in high school debate tournaments, where I focused on both parliamentary and policy debate formats. Last semester I attended some sessions of the Debate Club's workshop on refining delivery skills. This semester, I'm balancing a demanding academic schedule, so it would be helpful if you explained the time commitment for practices and tournaments. Please share details about the registration process, membership requirements, and any upcoming practice schedules. Best regards, Noam Mitchell","debate club coordinator to: noam mitchell from: sept 16, 7:27 a.m. sent: subject: request to join debate club dear club coordinator, i'm writing to express my strong interest in joining the university debate club this semester. i attended last week's introductory session and found the discussion on international trade policies both stimulating and challenging. it reinforced my desire to engage in structured debates that explore diverse perspectives. i have prior experience competing in high school debate tournaments, where i focused on both parliamentary and policy debate formats. last semester i attended some sessions of the debate club's workshop on refining delivery skills. this semester, i'm balancing a demanding academic schedule, so it would be helpful if you explained the time commitment for practices and tournaments. please share details about the registration process, membership requirements, and any upcoming practice schedules. best regards, noam mitchell","sha256:e5618b2d29660f76f2ef2bf63b2eb1abd1131bd1c6e5b7c349f120ef9cf02171","available","75b49723763f30d6801e839519bc9351fffd1e48caaab0a5b0fb55e65086078e","bb30946a9769ce85","1288","1432","0.89944134","RDL_DEDUP_PREVIEWS/RDL-024.jpg","720","800","public/reading/rdl/rdl-024/material_final.png","public/reading/rdl/rdl-024/selection_map.json","frozen_verified"
"RDL-025","[""5.12""]","[{""occurrenceId"":""5.12-M1-RDL-01"",""set"":""5.12"",""sourceDate"":""2026-05-12"",""sourceFile"":""5月/Questions/5.12-M1.pdf"",""questionRange"":{""start"":21,""end"":22},""rdlType"":""Read a webpage.""}]","Williamsville Gardening Club","reviewed_canonical","C www.williamsville.com • •
Welcome to the Williamsville College Gardening Club! We're a student club promoting sustainable gardening in collaboration with our neighbors in the town of Williamsville.
Any skill level is welcome! Upcoming Event: Plant Sale • Farnese Pavilion • March 15, 2:00 P.M.
Learn more about our club and future events on our website or email gardeningclub@williamsville.edu.","c www.williamsville.com • • welcome to the williamsville college gardening club! we're a student club promoting sustainable gardening in collaboration with our neighbors in the town of williamsville. any skill level is welcome! upcoming event: plant sale • farnese pavilion • march 15, 2:00 p.m. learn more about our club and future events on our website or email gardeningclub@williamsville.edu.","sha256:b3fb86963c193d049038a45f6c799ef12360fb220d4f0d1b10e27cd9f7176588","available","250afcd7dcfd67d9995290d6255472e5a9a311b0f6078d4b5ab59511cc2a4d7d","ba70a59ada25d272","2180","1610","1.35403727","RDL_DEDUP_PREVIEWS/RDL-025.jpg","800","591","public/reading/rdl/rdl-025/material_final.png","public/reading/rdl/rdl-025/selection_map.json","frozen_verified"
