source_file,question_id,set_id,set_title,question_order,field,stored_value,reference_value,reason,suggested_value
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-2-Q07","202602-0201-2","2.1 - 2","7","options_text","It","it","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","it"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-2-Q08","202602-0201-2","2.1 - 2","8","correct_order_text","Have","have","correct_order_text chunk matches final_sentence only when casing is ignored","have"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-2-Q08","202602-0201-2","2.1 - 2","8","options_text","Have","have","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","have"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-2-Q09","202602-0201-2","2.1 - 2","9","correct_order_text","Do","do","correct_order_text chunk matches final_sentence only when casing is ignored","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-2-Q09","202602-0201-2","2.1 - 2","9","options_text","Do","do","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-2-Q10","202602-0201-2","2.1 - 2","10","correct_order_text","A","a","correct_order_text chunk matches final_sentence only when casing is ignored","a"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-2-Q10","202602-0201-2","2.1 - 2","10","options_text","A","a","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","a"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q01","202602-0201-3","2.1 - 3","1","correct_order_text","At","at","correct_order_text chunk matches final_sentence only when casing is ignored","at"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q01","202602-0201-3","2.1 - 3","1","options_text","At","at","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","at"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q02","202602-0201-3","2.1 - 3","2","correct_order_text","Morning","morning","correct_order_text chunk matches final_sentence only when casing is ignored","morning"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q02","202602-0201-3","2.1 - 3","2","options_text","Morning","morning","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","morning"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q03","202602-0201-3","2.1 - 3","3","correct_order_text","To","to","correct_order_text chunk matches final_sentence only when casing is ignored","to"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q03","202602-0201-3","2.1 - 3","3","options_text","To","to","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","to"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q05","202602-0201-3","2.1 - 3","5","correct_order_text","In","in","correct_order_text chunk matches final_sentence only when casing is ignored","in"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q05","202602-0201-3","2.1 - 3","5","options_text","In","in","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","in"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q06","202602-0201-3","2.1 - 3","6","correct_order_text","Their","their","correct_order_text chunk matches final_sentence only when casing is ignored","their"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q06","202602-0201-3","2.1 - 3","6","options_text","Their","their","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","their"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q07","202602-0201-3","2.1 - 3","7","correct_order_text","The speaker","the speaker","correct_order_text chunk matches final_sentence only when casing is ignored","the speaker"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q07","202602-0201-3","2.1 - 3","7","options_text","The speaker","the speaker","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the speaker"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q08","202602-0201-3","2.1 - 3","8","correct_order_text","If they","if they","correct_order_text chunk matches final_sentence only when casing is ignored","if they"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q08","202602-0201-3","2.1 - 3","8","options_text","If they","if they","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","if they"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q09","202602-0201-3","2.1 - 3","9","correct_order_text","Most","most","correct_order_text chunk matches final_sentence only when casing is ignored","most"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q09","202602-0201-3","2.1 - 3","9","options_text","Most","most","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","most"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q10","202602-0201-3","2.1 - 3","10","correct_order_text","The call","the call","correct_order_text chunk matches final_sentence only when casing is ignored","the call"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0201-3-Q10","202602-0201-3","2.1 - 3","10","options_text","The call","the call","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the call"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q01","202602-0202-1","2.2 - 1","1","correct_order_text","Types of readings","types of readings","correct_order_text chunk matches final_sentence only when casing is ignored","types of readings"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q01","202602-0202-1","2.2 - 1","1","options_text","Types of readings","types of readings","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","types of readings"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q02","202602-0202-1","2.2 - 1","2","correct_order_text","Have","have","correct_order_text chunk matches final_sentence only when casing is ignored","have"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q02","202602-0202-1","2.2 - 1","2","options_text","Have","have","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","have"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q04","202602-0202-1","2.2 - 1","4","correct_order_text","Sure that","sure that","correct_order_text chunk matches final_sentence only when casing is ignored","sure that"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q04","202602-0202-1","2.2 - 1","4","options_text","Sure that","sure that","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","sure that"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q05","202602-0202-1","2.2 - 1","5","correct_order_text","The filing cabinet","the filing cabinet","correct_order_text chunk matches final_sentence only when casing is ignored","the filing cabinet"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q05","202602-0202-1","2.2 - 1","5","options_text","The filing cabinet","the filing cabinet","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the filing cabinet"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q07","202602-0202-1","2.2 - 1","7","correct_order_text","Practicing the","practicing the","correct_order_text chunk matches final_sentence only when casing is ignored","practicing the"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q07","202602-0202-1","2.2 - 1","7","options_text","Practicing the","practicing the","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","practicing the"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q08","202602-0202-1","2.2 - 1","8","correct_order_text","Not","not","correct_order_text chunk matches final_sentence only when casing is ignored","not"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q08","202602-0202-1","2.2 - 1","8","options_text","Not","not","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","not"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q09","202602-0202-1","2.2 - 1","9","correct_order_text","Too","too","correct_order_text chunk matches final_sentence only when casing is ignored","too"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q09","202602-0202-1","2.2 - 1","9","options_text","Too","too","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","too"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q10","202602-0202-1","2.2 - 1","10","correct_order_text","A","a","correct_order_text chunk matches final_sentence only when casing is ignored","a"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-1-Q10","202602-0202-1","2.2 - 1","10","options_text","A","a","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","a"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q01","202602-0202-2","2.2 - 2","1","correct_order_text","To complete","to complete","correct_order_text chunk matches final_sentence only when casing is ignored","to complete"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q01","202602-0202-2","2.2 - 2","1","options_text","To complete","to complete","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","to complete"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q02","202602-0202-2","2.2 - 2","2","correct_order_text","That","that","correct_order_text chunk matches final_sentence only when casing is ignored","that"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q02","202602-0202-2","2.2 - 2","2","options_text","That","that","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","that"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q03","202602-0202-2","2.2 - 2","3","correct_order_text","In","in","correct_order_text chunk matches final_sentence only when casing is ignored","in"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q03","202602-0202-2","2.2 - 2","3","options_text","In","in","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","in"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q04","202602-0202-2","2.2 - 2","4","correct_order_text","Complete","complete","correct_order_text chunk matches final_sentence only when casing is ignored","complete"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q04","202602-0202-2","2.2 - 2","4","options_text","Complete","complete","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","complete"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q05","202602-0202-2","2.2 - 2","5","correct_order_text","Interest","interest","correct_order_text chunk matches final_sentence only when casing is ignored","interest"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q05","202602-0202-2","2.2 - 2","5","options_text","Interest","interest","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","interest"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q07","202602-0202-2","2.2 - 2","7","correct_order_text","Make","make","correct_order_text chunk matches final_sentence only when casing is ignored","make"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q07","202602-0202-2","2.2 - 2","7","options_text","Make","make","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","make"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q09","202602-0202-2","2.2 - 2","9","correct_order_text","The questions","the questions","correct_order_text chunk matches final_sentence only when casing is ignored","the questions"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q09","202602-0202-2","2.2 - 2","9","options_text","The questions","the questions","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the questions"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q10","202602-0202-2","2.2 - 2","10","correct_order_text","Able","able","correct_order_text chunk matches final_sentence only when casing is ignored","able"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-2-Q10","202602-0202-2","2.2 - 2","10","options_text","Able","able","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","able"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q01","202602-0202-3","2.2 - 3","1","correct_order_text","Supposed","supposed","correct_order_text chunk matches final_sentence only when casing is ignored","supposed"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q01","202602-0202-3","2.2 - 3","1","options_text","Supposed","supposed","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","supposed"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q05","202602-0202-3","2.2 - 3","5","correct_order_text","Able","able","correct_order_text chunk matches final_sentence only when casing is ignored","able"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q05","202602-0202-3","2.2 - 3","5","options_text","Able","able","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","able"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q06","202602-0202-3","2.2 - 3","6","correct_order_text","We","we","correct_order_text chunk matches final_sentence only when casing is ignored","we"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q06","202602-0202-3","2.2 - 3","6","options_text","We","we","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","we"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q09","202602-0202-3","2.2 - 3","9","correct_order_text","Do","do","correct_order_text chunk matches final_sentence only when casing is ignored","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q09","202602-0202-3","2.2 - 3","9","options_text","Do","do","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","do"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q10","202602-0202-3","2.2 - 3","10","correct_order_text","To","to","correct_order_text chunk matches final_sentence only when casing is ignored","to"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0202-3-Q10","202602-0202-3","2.2 - 3","10","options_text","To","to","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","to"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0204-Q05","202602-0204","2.4","5","correct_order_text","Another","another","correct_order_text chunk matches final_sentence only when casing is ignored","another"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0204-Q05","202602-0204","2.4","5","options_text","Another","another","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","another"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0204-Q09","202602-0204","2.4","9","correct_order_text","Professor","professor","correct_order_text chunk matches final_sentence only when casing is ignored","professor"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0204-Q09","202602-0204","2.4","9","options_text","Professor","professor","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","professor"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0204-Q10","202602-0204","2.4","10","correct_order_text","Who","who","correct_order_text chunk matches final_sentence only when casing is ignored","who"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0204-Q10","202602-0204","2.4","10","options_text","Who","who","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","who"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q03","202602-0218-1","2.18 - 1","3","correct_order_text","Won’t","won’t","correct_order_text chunk matches final_sentence only when casing is ignored","won’t"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q03","202602-0218-1","2.18 - 1","3","options_text","Won’t","won’t","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","won’t"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q04","202602-0218-1","2.18 - 1","4","correct_order_text","Was my","was my","correct_order_text chunk matches final_sentence only when casing is ignored","was my"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q04","202602-0218-1","2.18 - 1","4","options_text","Was my","was my","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","was my"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q05","202602-0218-1","2.18 - 1","5","correct_order_text","Movie","movie","correct_order_text chunk matches final_sentence only when casing is ignored","movie"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q05","202602-0218-1","2.18 - 1","5","options_text","Movie","movie","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","movie"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q06","202602-0218-1","2.18 - 1","6","correct_order_text","Equipment is","equipment is","correct_order_text chunk matches final_sentence only when casing is ignored","equipment is"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q06","202602-0218-1","2.18 - 1","6","options_text","Equipment is","equipment is","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","equipment is"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q07","202602-0218-1","2.18 - 1","7","correct_order_text","Cultural attractions","cultural attractions","correct_order_text chunk matches final_sentence only when casing is ignored","cultural attractions"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q07","202602-0218-1","2.18 - 1","7","options_text","Cultural attractions","cultural attractions","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","cultural attractions"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q08","202602-0218-1","2.18 - 1","8","correct_order_text","One was","one was","correct_order_text chunk matches final_sentence only when casing is ignored","one was"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q08","202602-0218-1","2.18 - 1","8","options_text","One was","one was","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","one was"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q09","202602-0218-1","2.18 - 1","9","correct_order_text","Is located","is located","correct_order_text chunk matches final_sentence only when casing is ignored","is located"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q09","202602-0218-1","2.18 - 1","9","options_text","Is located","is located","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","is located"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q10","202602-0218-1","2.18 - 1","10","correct_order_text","The public library","the public library","correct_order_text chunk matches final_sentence only when casing is ignored","the public library"
"/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv","202602-0218-1-Q10","202602-0218-1","2.18 - 1","10","options_text","The public library","the public library","options_text chunk uses the same inconsistent casing as correct_order_text relative to final_sentence","the public library"
