source_file	question_id	set_id	set_title	question_order	high_confidence_records
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-1-Q05	202602-0202-1	2.2 - 1	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-1-Q07	202602-0202-1	2.2 - 1	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-1-Q08	202602-0202-1	2.2 - 1	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-1-Q09	202602-0202-1	2.2 - 1	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-1-Q10	202602-0202-1	2.2 - 1	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-2-Q01	202602-0202-2	2.2 - 2	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-2-Q02	202602-0202-2	2.2 - 2	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-2-Q03	202602-0202-2	2.2 - 2	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-2-Q04	202602-0202-2	2.2 - 2	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-2-Q05	202602-0202-2	2.2 - 2	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-2-Q07	202602-0202-2	2.2 - 2	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-2-Q09	202602-0202-2	2.2 - 2	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-2-Q10	202602-0202-2	2.2 - 2	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-3-Q01	202602-0202-3	2.2 - 3	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-3-Q05	202602-0202-3	2.2 - 3	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-3-Q06	202602-0202-3	2.2 - 3	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-3-Q09	202602-0202-3	2.2 - 3	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0202-3-Q10	202602-0202-3	2.2 - 3	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0204-Q05	202602-0204	2.4	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0204-Q09	202602-0204	2.4	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0204-Q10	202602-0204	2.4	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-1-Q03	202602-0218-1	2.18 - 1	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-1-Q04	202602-0218-1	2.18 - 1	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-1-Q05	202602-0218-1	2.18 - 1	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-1-Q06	202602-0218-1	2.18 - 1	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-1-Q07	202602-0218-1	2.18 - 1	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-1-Q08	202602-0218-1	2.18 - 1	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-1-Q09	202602-0218-1	2.18 - 1	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-1-Q10	202602-0218-1	2.18 - 1	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q01	202602-0218-2	2.18 - 2	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q02	202602-0218-2	2.18 - 2	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q03	202602-0218-2	2.18 - 2	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q04	202602-0218-2	2.18 - 2	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q05	202602-0218-2	2.18 - 2	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q06	202602-0218-2	2.18 - 2	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q07	202602-0218-2	2.18 - 2	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q08	202602-0218-2	2.18 - 2	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q09	202602-0218-2	2.18 - 2	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0218-2-Q10	202602-0218-2	2.18 - 2	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0223-2-Q01	202602-0223-2	2.23 - 2	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0223-2-Q03	202602-0223-2	2.23 - 2	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0223-2-Q04	202602-0223-2	2.23 - 2	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0223-2-Q06	202602-0223-2	2.23 - 2	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0223-2-Q07	202602-0223-2	2.23 - 2	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0223-2-Q08	202602-0223-2	2.23 - 2	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-1-Q01	202602-0225-1	2.25 - 1	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-1-Q02	202602-0225-1	2.25 - 1	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-1-Q04	202602-0225-1	2.25 - 1	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-1-Q05	202602-0225-1	2.25 - 1	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-1-Q06	202602-0225-1	2.25 - 1	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-1-Q08	202602-0225-1	2.25 - 1	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-1-Q09	202602-0225-1	2.25 - 1	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-1-Q10	202602-0225-1	2.25 - 1	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-2-Q01	202602-0225-2	2.25 - 2	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-2-Q02	202602-0225-2	2.25 - 2	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-2-Q03	202602-0225-2	2.25 - 2	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-2-Q04	202602-0225-2	2.25 - 2	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-2-Q05	202602-0225-2	2.25 - 2	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-2-Q07	202602-0225-2	2.25 - 2	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202602_supabase_questions_import.csv	202602-0225-2-Q08	202602-0225-2	2.25 - 2	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q01	202603-0301-1	3.1 - 1	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q02	202603-0301-1	3.1 - 1	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q03	202603-0301-1	3.1 - 1	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q05	202603-0301-1	3.1 - 1	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q06	202603-0301-1	3.1 - 1	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q07	202603-0301-1	3.1 - 1	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q08	202603-0301-1	3.1 - 1	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q09	202603-0301-1	3.1 - 1	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-1-Q10	202603-0301-1	3.1 - 1	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-2-Q02	202603-0301-2	3.1 - 2	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-2-Q03	202603-0301-2	3.1 - 2	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-2-Q05	202603-0301-2	3.1 - 2	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-2-Q06	202603-0301-2	3.1 - 2	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-2-Q07	202603-0301-2	3.1 - 2	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-2-Q09	202603-0301-2	3.1 - 2	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0301-2-Q10	202603-0301-2	3.1 - 2	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-1-Q01	202603-0302-1	3.2 - 1	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-1-Q02	202603-0302-1	3.2 - 1	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-1-Q04	202603-0302-1	3.2 - 1	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-1-Q05	202603-0302-1	3.2 - 1	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-1-Q07	202603-0302-1	3.2 - 1	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-1-Q08	202603-0302-1	3.2 - 1	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-1-Q09	202603-0302-1	3.2 - 1	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-1-Q10	202603-0302-1	3.2 - 1	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q01	202603-0302-2	3.2 - 2	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q02	202603-0302-2	3.2 - 2	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q03	202603-0302-2	3.2 - 2	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q04	202603-0302-2	3.2 - 2	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q05	202603-0302-2	3.2 - 2	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q06	202603-0302-2	3.2 - 2	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q07	202603-0302-2	3.2 - 2	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q08	202603-0302-2	3.2 - 2	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0302-2-Q09	202603-0302-2	3.2 - 2	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q01	202603-0303-2	3.3 - 2	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q02	202603-0303-2	3.3 - 2	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q03	202603-0303-2	3.3 - 2	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q04	202603-0303-2	3.3 - 2	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q06	202603-0303-2	3.3 - 2	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q07	202603-0303-2	3.3 - 2	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q08	202603-0303-2	3.3 - 2	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q09	202603-0303-2	3.3 - 2	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0303-2-Q10	202603-0303-2	3.3 - 2	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q01	202603-0308-1	3.8 - 1	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q02	202603-0308-1	3.8 - 1	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q03	202603-0308-1	3.8 - 1	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q04	202603-0308-1	3.8 - 1	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q05	202603-0308-1	3.8 - 1	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q06	202603-0308-1	3.8 - 1	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q07	202603-0308-1	3.8 - 1	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q08	202603-0308-1	3.8 - 1	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q09	202603-0308-1	3.8 - 1	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-1-Q10	202603-0308-1	3.8 - 1	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q01	202603-0308-2	3.8 - 2	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q02	202603-0308-2	3.8 - 2	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q03	202603-0308-2	3.8 - 2	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q04	202603-0308-2	3.8 - 2	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q05	202603-0308-2	3.8 - 2	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q06	202603-0308-2	3.8 - 2	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q07	202603-0308-2	3.8 - 2	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q08	202603-0308-2	3.8 - 2	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-2-Q09	202603-0308-2	3.8 - 2	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q01	202603-0308-4	3.8 - 4	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q02	202603-0308-4	3.8 - 4	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q03	202603-0308-4	3.8 - 4	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q05	202603-0308-4	3.8 - 4	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q06	202603-0308-4	3.8 - 4	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q07	202603-0308-4	3.8 - 4	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q08	202603-0308-4	3.8 - 4	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q09	202603-0308-4	3.8 - 4	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0308-4-Q10	202603-0308-4	3.8 - 4	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0310-Q01	202603-0310	3.10	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0310-Q03	202603-0310	3.10	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0310-Q04	202603-0310	3.10	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0310-Q06	202603-0310	3.10	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0310-Q07	202603-0310	3.10	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0311-Q01	202603-0311	3.11	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0311-Q03	202603-0311	3.11	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0311-Q05	202603-0311	3.11	5	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0311-Q06	202603-0311	3.11	6	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0311-Q07	202603-0311	3.11	7	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0311-Q08	202603-0311	3.11	8	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0311-Q09	202603-0311	3.11	9	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0311-Q10	202603-0311	3.11	10	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q01	202603-0315	3.15	1	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q02	202603-0315	3.15	2	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q03	202603-0315	3.15	3	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q04	202603-0315	3.15	4	2
/Users/rico/Documents/下载/组句标准题库/toefl_build_sentence_202603_202605_final_docx_checked_import.csv	202603-0315-Q05	202603-0315	3.15	5	2
