question_id,set_id,set_title,question_order,prompt,sentence_template,blank_count,options_text,correct_order_text,distractors_text,final_sentence,grammar_tags_text
202601-0121-4-Q09,202601-0121-4,1.21 - 4,9,I have an exam early tomorrow morning.,______ you ______ ______ ______ ______ ______?,6,"[""notes"", ""do"", ""borrow"", ""need"", ""to"", ""my""]","[""do"", ""need"", ""to"", ""borrow"", ""my"", ""notes""]",[],Do you need to borrow my notes?,[]
202601-0121-4-Q10,202601-0121-4,1.21 - 4,10,Did you see the latest episode of the series?,______ it ______ ______ ______ ______ ______.,6,"[""class"", ""late"", ""because"", ""of"", ""a"", ""no, I missed""]","[""no, I missed"", ""because"", ""of"", ""a"", ""late"", ""class""]",[],"No, I missed it because of a late class.",[]
202601-0127-1-Q01,202601-0127-1,1.27,1,Did you finish the assignment before the deadline?,"Unfortunately, ______ ______ ______ ______ ______ ______ ______.",7,"[""to complete"", ""on time"", ""was"", ""I"", ""not"", ""it"", ""able""]","[""I"", ""was"", ""not"", ""able"", ""to complete"", ""it"", ""on time""]",[],"Unfortunately, I was not able to complete it on time.",[]
202601-0127-1-Q02,202601-0127-1,1.27,2,Which college do you want to attend?,My top choice is ______ ______ ______ ______ ______ ______.,6,"[""that"", ""offers"", ""the best"", ""engineering"", ""program"", ""the one""]","[""the one"", ""that"", ""offers"", ""the best"", ""engineering"", ""program""]",[],My top choice is the one that offers the best engineering program.,[]
202601-0127-1-Q03,202601-0127-1,1.27,3,Where did you get that information?,______ read it ______ ______ ______ ______ ______.,6,"[""in"", ""that"", ""was"", ""the research paper"", ""published last week"", ""I""]","[""I"", ""in"", ""the research paper"", ""that"", ""was"", ""published last week""]",[],I read it in the research paper that was published last week.,[]
202601-0127-1-Q04,202601-0127-1,1.27,4,Are you going to the new cafe for lunch today?,"Sorry, but ______ ______ ______ time ______ ______ ______ if I did.",6,"[""complete"", ""destroyed"", ""my assignments"", ""I"", ""wouldn't have"", ""enough"", ""to""]","[""I"", ""wouldn't have"", ""enough"", ""to"", ""complete"", ""my assignments""]","[""destroyed""]","Sorry, but I wouldn't have enough time to complete my assignments if I did.",[]
202601-0127-1-Q05,202601-0127-1,1.27,5,Why did you choose that university?,My teacher ______ ______ ______ ______ ______ ______ ______.,7,"[""interest"", ""the most"", ""that"", ""me"", ""suggested"", ""the school"", ""would""]","[""suggested"", ""that"", ""the school"", ""would"", ""interest"", ""me"", ""the most""]",[],My teacher suggested that the school would interest me the most.,[]
202601-0127-1-Q06,202601-0127-1,1.27,6,How was your semester abroad in Italy?,______ ______ ______ were ______.,4,"[""the places"", ""visited"", ""we"", ""breathtaking""]","[""the places"", ""we"", ""visited"", ""breathtaking""]",[],The places we visited were breathtaking.,[]
202601-0127-1-Q07,202601-0127-1,1.27,7,Are you planning to join us for the study group tonight?,______ ______ ______ ______ ______ ______ ______.,7,"[""make"", ""to"", ""I don't think"", ""able"", ""be"", ""it"", ""I'll""]","[""I don't think"", ""I'll"", ""be"", ""able"", ""to"", ""make"", ""it""]",[],I don't think I'll be able to make it.,[]
202601-0127-1-Q08,202601-0127-1,1.27,8,Do you plan to attend the workshop on Saturday?,"Unfortunately, ______ ______ have ______ ______ ______.",5,"[""I"", ""free time"", ""this weekend"", ""no"", ""am"", ""will""]","[""I"", ""will"", ""no"", ""free time"", ""this weekend""]","[""am""]","Unfortunately, I will have no free time this weekend.",[]
202601-0127-1-Q09,202601-0127-1,1.27,9,I need to study for my final exams next week.,______ ______ ______ ______ ______ will be ______?,6,"[""the questions"", ""difficult"", ""think"", ""you"", ""that"", ""do""]","[""do"", ""you"", ""think"", ""that"", ""the questions"", ""difficult""]",[],Do you think that the questions will be difficult?,[]
202601-0127-1-Q10,202601-0127-1,1.27,10,Did you attend the team-building exercise last weekend?,______ ______ ______ ______ ______.,5,"[""able"", ""participate"", ""to"", ""wasn't"", ""I""]","[""I"", ""wasn't"", ""able"", ""to"", ""participate""]",[],I wasn't able to participate.,[]
202601-0128-1-Q01,202601-0128-1,1.28,1,My parents are coming to visit for family weekend.,______ ______ will ______ ______ ______?,5,"[""be"", ""long"", ""staying"", ""they"", ""how""]","[""how"", ""long"", ""they"", ""be"", ""staying""]",[],How long will they be staying?,[]
202601-0128-1-Q02,202601-0128-1,1.28,2,Is your friend coming to class?,"______, ______ has ______ ______ ______.",5,"[""an appointment"", ""she"", ""that time"", ""at"", ""no""]","[""no"", ""she"", ""an appointment"", ""at"", ""that time""]",[],"No, she has an appointment at that time.",[]
202601-0128-1-Q03,202601-0128-1,1.28,3,Did you remember to bring the textbooks?,______ ______ ______ ______ ______ ______.,6,"[""me"", ""I"", ""with"", ""them"", ""bring"", ""didn't""]","[""I"", ""didn't"", ""bring"", ""them"", ""with"", ""me""]",[],I didn't bring them with me.,[]
202601-0128-1-Q04,202601-0128-1,1.28,4,Did you finish your homework?,"No, I ______ ______ ______ ______ ______ ______ yet.",6,"[""to complete"", ""time"", ""not"", ""have"", ""none"", ""had"", ""it""]","[""have"", ""not"", ""had"", ""time"", ""to complete"", ""it""]","[""none""]","No, I have not had time to complete it yet.",[]
202601-0128-1-Q05,202601-0128-1,1.28,5,Why didn't you attend the workshop yesterday?,My morning class ended ______ ______ ______ ______ ______ ______.,6,"[""me"", ""late"", ""to attend"", ""the workshop"", ""too"", ""for""]","[""too"", ""late"", ""for"", ""me"", ""to attend"", ""the workshop""]",[],My morning class ended too late for me to attend the workshop.,[]
202601-0128-1-Q06,202601-0128-1,1.28,6,Did you attend the conference last week?,"Unfortunately, ______ ______ ______ ______ ______ ______.",6,"[""I"", ""able"", ""to get"", ""did"", ""never"", ""there"", ""was""]","[""I"", ""was"", ""never"", ""able"", ""to get"", ""there""]","[""did""]","Unfortunately, I was never able to get there.",[]
202601-0128-1-Q07,202601-0128-1,1.28,7,Are there any books you would recommend?,______ ______ I just read ______ ______ ______.,5,"[""insightful"", ""was"", ""the book"", ""that"", ""very""]","[""the book"", ""that"", ""was"", ""very"", ""insightful""]",[],The book that I just read was very insightful.,[]
202601-0128-1-Q08,202601-0128-1,1.28,8,Why didn't you attend the seminar?,______ ______ ______ for today conflicted ______ ______.,5,"[""my other commitments"", ""was scheduled"", ""the seminar"", ""with"", ""that""]","[""the seminar"", ""that"", ""was scheduled"", ""with"", ""my other commitments""]",[],The seminar that was scheduled for today conflicted with my other commitments.,[]
202601-0128-1-Q09,202601-0128-1,1.28,9,Where did you put the class notes?,______ ______ in the drawer ______ ______ ______ ______ ______.,7,"[""I"", ""when"", ""textbooks"", ""where"", ""they"", ""keep"", ""are"", ""the""]","[""they"", ""are"", ""where"", ""I"", ""keep"", ""the"", ""textbooks""]","[""when""]",They are in the drawer where I keep the textbooks.,[]
202601-0128-1-Q10,202601-0128-1,1.28,10,Why did Mr. Joshi want to see you after class?,He ______ ______ ______ ______ ______ ______ ______.,7,"[""planning"", ""study"", ""where"", ""next year"", ""didn't know"", ""I"", ""to study"", ""was""]","[""didn't know"", ""where"", ""I"", ""was"", ""planning"", ""to study"", ""next year""]","[""study""]",He didn't know where I was planning to study next year.,[]
