question_id,set_id,set_title,question_order,prompt,sentence_template,blank_count,options_text,correct_order_text,distractors_text,final_sentence,grammar_tags_text
202603-0301-2-Q01,202603-0301-2,3.1 - 2,1,The professor announced a change in syllabus.,______ ______ know ______ ______ ______?,5,"[""Do"", ""have been updated"", ""the due dates"", ""if"", ""you""]","[""Do"", ""you"", ""if"", ""the due dates"", ""have been updated""]",[],Do you know if the due dates have been updated?,
202603-0301-2-Q02,202603-0301-2,3.1 - 2,2,The Chemistry Department is hosting a seminar next week.,Can you ______ ______ ______ ______ ______ ______?,6,"[""tell"", ""in-person"", ""whether"", ""will be online or"", ""me"", ""it""]","[""tell"", ""me"", ""whether"", ""it"", ""will be online or"", ""in-person""]",[],Can you tell me whether it will be online or in-person?,
202603-0301-2-Q03,202603-0301-2,3.1 - 2,3,Did they discuss the project deadlines in class today?,I ______ ______ ______ ______ ______.,5,"[""morning"", ""this"", ""missed"", ""class"", ""the""]","[""missed"", ""the"", ""class"", ""this"", ""morning""]",[],I missed the class this morning.,
202603-0301-2-Q04,202603-0301-2,3.1 - 2,4,The lecture on ancient civilization was fascinating.,______ aspects ______ ______ ______ ______ ______?,6,"[""What"", ""interesting"", ""find"", ""you"", ""did"", ""most""]","[""What"", ""did"", ""you"", ""find"", ""most"", ""interesting""]",[],What aspects did you find most interesting?,
202603-0301-2-Q05,202603-0301-2,3.1 - 2,5,Did you see the email from our professor?,______ haven’t ______ ______ ______ ______.,5,"[""any"", ""emails"", ""I"", ""today"", ""received""]","[""I"", ""received"", ""any"", ""emails"", ""today""]",[],I haven’t received any emails today.,
202603-0301-2-Q06,202603-0301-2,3.1 - 2,6,Why did you choose this university?,______ ______ ______ ______ ______ ______ ______.,7,"[""science"", ""and internships"", ""offers"", ""department"", ""opportunities"", ""the environmental"", ""research""]","[""the environmental"", ""science"", ""department"", ""offers"", ""research"", ""opportunities"", ""and internships""]",[],The environmental science department offers research opportunities and internships.,
202603-0301-2-Q07,202603-0301-2,3.1 - 2,7,Why did you pick this topic for your presentation?,I chose ______ ______ ______ ______ ______ ______.,6,"[""the"", ""has"", ""it because"", ""it’s the"", ""topic that"", ""new study report""]","[""it because"", ""it’s the"", ""topic that"", ""has"", ""the"", ""new study report""]",[],I chose it because it’s the topic that has the new study report.,
202603-0301-2-Q08,202603-0301-2,3.1 - 2,8,I’m studying in Japan next semester with the semester abroad program.,______ places ______ ______ ______ ______ ______?,6,"[""What"", ""to"", ""do"", ""you"", ""plan"", ""visit""]","[""What"", ""do"", ""you"", ""plan"", ""to"", ""visit""]",[],What places do you plan to visit?,
202603-0301-2-Q09,202603-0301-2,3.1 - 2,9,I’m going to the new student art exhibition this weekend.,______ you ______ ______ ______ ______ advance?,5,"[""in"", ""do"", ""need"", ""tickets"", ""to buy""]","[""do"", ""need"", ""to buy"", ""tickets"", ""in""]",[],Do you need to buy tickets in advance?,
202603-0301-2-Q10,202603-0301-2,3.1 - 2,10,Why did you choose this university?,______ ______ ______ ______ ______ ______.,6,"[""research facilities"", ""the campus"", ""the"", ""and laboratories"", ""has"", ""best""]","[""the campus"", ""has"", ""the"", ""best"", ""research facilities"", ""and laboratories""]",[],The campus has the best research facilities and laboratories.,
202603-0302-1-Q01,202603-0302-1,3.2 - 1,1,Why didn’t you attend the campus fair last night?,We went ______ ______ ______ ______ ______.,5,"[""that recently"", ""to"", ""opened downtown"", ""the"", ""restaurant""]","[""to"", ""the"", ""restaurant"", ""that recently"", ""opened downtown""]",[],We went to the restaurant that recently opened downtown.,
202603-0302-1-Q02,202603-0302-1,3.2 - 1,2,Did you watch the university cricket match last night?,I didn’t ______ ______ ______ ______ ______ ______.,6,"[""watch it"", ""I"", ""plans"", ""because"", ""had"", ""other""]","[""watch it"", ""because"", ""I"", ""had"", ""other"", ""plans""]",[],I didn’t watch it because I had other plans.,
202603-0302-1-Q03,202603-0302-1,3.2 - 1,3,Where did you put the keys to your dorm room?,______ ______ ______ ______ ______ ______ handle.,6,"[""the"", ""the drawer"", ""that"", ""has"", ""blue"", ""they’re in""]","[""they’re in"", ""the drawer"", ""that"", ""has"", ""the"", ""blue""]",[],They’re in the drawer that has the blue handle.,
202603-0302-1-Q04,202603-0302-1,3.2 - 1,4,Are you coming to the biology seminar tomorrow?,"______, ______ have ______ ______.",4,"[""another"", ""commitment"", ""I"", ""no""]","[""no"", ""I"", ""another"", ""commitment""]",[],"No, I have another commitment.",
202603-0302-1-Q05,202603-0302-1,3.2 - 1,5,Where did you learn to play the piano?,I took ______ ______ ______ ______ ______ ______.,6,"[""the music"", ""school"", ""that is"", ""on"", ""campus"", ""lessons at""]","[""lessons at"", ""the music"", ""school"", ""that is"", ""on"", ""campus""]",[],I took lessons at the music school that is on campus.,
202603-0302-1-Q06,202603-0302-1,3.2 - 1,6,Who was at the fraternity meeting last night?,______ attended including ______ ______ ______.,4,"[""Many people"", ""who recently"", ""a friend"", ""transferred here""]","[""Many people"", ""a friend"", ""who recently"", ""transferred here""]",[],Many people attended including a friend who recently transferred here.,
202603-0302-1-Q07,202603-0302-1,3.2 - 1,7,Why did you decide to apply for an internship for that company?,______ ______ ______ ______ ______ ______ opportunities.,6,"[""was based on"", ""best career"", ""growth"", ""my choice"", ""the company that"", ""offers the""]","[""my choice"", ""was based on"", ""the company that"", ""offers the"", ""best career"", ""growth""]",[],My choice was based on the company that offers the best career growth opportunities.,
202603-0302-1-Q08,202603-0302-1,3.2 - 1,8,What did you have to eat after class?,I had ______ ______ ______ ______ ______ ______.,6,"[""filled"", ""was"", ""with"", ""a sandwich"", ""that"", ""vegetables""]","[""a sandwich"", ""that"", ""was"", ""filled"", ""with"", ""vegetables""]",[],I had a sandwich that was filled with vegetables.,
202603-0302-1-Q09,202603-0302-1,3.2 - 1,9,Why aren’t you attending the seminar today?,______ ______ ______ ______ ______ ______ research.,6,"[""not relevant"", ""to"", ""they are"", ""discussing is"", ""my"", ""the topic""]","[""the topic"", ""they are"", ""discussing is"", ""not relevant"", ""to"", ""my""]",[],The topic they are discussing is not relevant to my research.,
202603-0302-1-Q10,202603-0302-1,3.2 - 1,10,Did you enjoy the student film festival?,______ ______ ______ ______ ______ ______ me.,6,"[""movies"", ""to"", ""the"", ""none of"", ""were"", ""of interest""]","[""none of"", ""the"", ""movies"", ""were"", ""of interest"", ""to""]",[],None of the movies were of interest to me.,
202603-0302-2-Q01,202603-0302-2,3.2 - 2,1,What are you looking for in a new laptop?,______ ______ ______ ______ ______ ______ choice.,6,"[""is my"", ""battery life"", ""top"", ""the model"", ""that has"", ""the longest""]","[""the model"", ""that has"", ""the longest"", ""battery life"", ""is my"", ""top""]",[],The model that has the longest battery life is my top choice.,
202603-0302-2-Q02,202603-0302-2,3.2 - 2,2,Why were you so late for class?,I was ______ ______ ______ ______ ______ ______.,6,"[""that lasted"", ""hour"", ""a traffic jam"", ""an"", ""stuck in"", ""for""]","[""stuck in"", ""a traffic jam"", ""that lasted"", ""for"", ""an"", ""hour""]",[],I was stuck in a traffic jam that lasted for an hour.,
202603-0302-2-Q03,202603-0302-2,3.2 - 2,3,Why did you miss marching band practice yesterday?,I had ______ ______ ______ ______ ______ ______.,6,"[""reschedule"", ""another"", ""I"", ""couldn’t"", ""that"", ""appointment""]","[""another"", ""appointment"", ""that"", ""I"", ""couldn’t"", ""reschedule""]",[],I had another appointment that I couldn’t reschedule.,
202603-0302-2-Q04,202603-0302-2,3.2 - 2,4,What do you think of the new library?,______ ______ ______ ______ ______ ______ ______.,7,"[""to"", ""the library"", ""make it"", ""the recent"", ""look"", ""renovations"", ""very impressive""]","[""the recent"", ""renovations"", ""to"", ""the library"", ""make it"", ""look"", ""very impressive""]",[],The recent renovations to the library make it look very impressive.,
202603-0302-2-Q05,202603-0302-2,3.2 - 2,5,Why didn’t you call me yesterday?,______ ______ ______ ______ ______ ______.,6,"[""the library"", ""test at"", ""my calculus"", ""studying"", ""for"", ""I was""]","[""I was"", ""studying"", ""for"", ""my calculus"", ""test at"", ""the library""]",[],I was studying for my calculus test at the library.,
202603-0302-2-Q06,202603-0302-2,3.2 - 2,6,Did you enjoy the new book you bought?,______ the one ______ ______ ______ ______.,5,"[""the literary"", ""yes, it’s"", ""that won"", ""year"", ""award last""]","[""yes, it’s"", ""that won"", ""the literary"", ""award last"", ""year""]",[],"Yes, it’s the one that won the literary award last year.",
202603-0302-2-Q07,202603-0302-2,3.2 - 2,7,Is there a study group for chemistry class that you can recommend?,______ ______ ______ Thursday ______ ______ ______ ______.,7,"[""helpful"", ""is"", ""very"", ""that meets"", ""every"", ""the group"", ""afternoon""]","[""the group"", ""that meets"", ""every"", ""afternoon"", ""is"", ""very"", ""helpful""]",[],The group that meets every Thursday afternoon is very helpful.,
202603-0302-2-Q08,202603-0302-2,3.2 - 2,8,Why did you take the bus to campus this morning?,______ ______ ______ ______ ______ ______.,6,"[""the moment"", ""that I usually"", ""drive is"", ""shop at"", ""in the"", ""the car""]","[""the car"", ""that I usually"", ""drive is"", ""in the"", ""shop at"", ""the moment""]",[],The car that I usually drive is in the shop at the moment.,
202603-0302-2-Q09,202603-0302-2,3.2 - 2,9,Why didn’t you answer your phone?,I was ______ ______ ______ ______ ______ ______.,6,"[""late"", ""ran"", ""in"", ""a"", ""class"", ""that""]","[""in"", ""a"", ""class"", ""that"", ""ran"", ""late""]",[],I was in a class that ran late.,
202603-0302-2-Q10,202603-0302-2,3.2 - 2,10,Are you going to the campus social this weekend?,______ have ______ ______ ______ ______.,5,"[""I"", ""go"", ""no"", ""to"", ""plans""]","[""I"", ""no"", ""plans"", ""to"", ""go""]",[],I have no plans to go.,
202603-0303-2-Q01,202603-0303-2,3.3 - 2,1,I just got a new internship!,______ ______ ______ ______ you ______ ______?,6,"[""of"", ""be"", ""what type"", ""work"", ""will"", ""doing""]","[""what type"", ""of"", ""work"", ""will"", ""be"", ""doing""]",[],What type of work will you be doing?,
202603-0303-2-Q02,202603-0303-2,3.3 - 2,2,I just received my acceptance letter from the university.,Can ______ ______ ______ ______ ______ ______?,6,"[""was successful as well"", ""tell"", ""whether"", ""your scholarship application"", ""you"", ""me""]","[""you"", ""tell"", ""me"", ""whether"", ""your scholarship application"", ""was successful as well""]",[],Can you tell me whether your scholarship application was successful as well?,
202603-0303-2-Q03,202603-0303-2,3.3 - 2,3,I want to learn more about the English Department’s literature classes.,Have ______ ______ ______ ______?,4,"[""brochure"", ""read"", ""the"", ""you""]","[""you"", ""read"", ""the"", ""brochure""]",[],Have you read the brochure?,
202603-0303-2-Q04,202603-0303-2,3.3 - 2,4,Who is your English professor?,______ ______ ______ ______ is ______.,5,"[""advises"", ""my English teacher"", ""the debate team"", ""the professor"", ""who""]","[""the professor"", ""who"", ""advises"", ""the debate team"", ""my English teacher""]",[],The professor who advises the debate team is my English teacher.,
202603-0303-2-Q05,202603-0303-2,3.3 - 2,5,I’m going to visit the college campus tomorrow.,______ ______ ______ ______ ______ ______?,6,"[""Do"", ""the library"", ""know"", ""you"", ""if"", ""will be open""]","[""Do"", ""you"", ""know"", ""if"", ""the library"", ""will be open""]",[],Do you know if the library will be open?,
202603-0303-2-Q06,202603-0303-2,3.3 - 2,6,I’m going to try out the new restaurant downtown.,Have ______ ______ ______ ______?,4,"[""a"", ""you"", ""reservation"", ""made""]","[""you"", ""made"", ""a"", ""reservation""]",[],Have you made a reservation?,
202603-0303-2-Q07,202603-0303-2,3.3 - 2,7,I’m thinking of taking a biology course next semester.,______ ______ which ______ ______ ______ ______?,6,"[""to take"", ""like"", ""you’d"", ""you decided"", ""have"", ""biology course""]","[""have"", ""you decided"", ""biology course"", ""you’d"", ""like"", ""to take""]",[],Have you decided which biology course you’d like to take?,
202603-0303-2-Q08,202603-0303-2,3.3 - 2,8,I want to take a cooking class next semester.,Have ______ ______ ______ ______ for the class?,4,"[""textbook"", ""a"", ""bought"", ""you""]","[""you"", ""bought"", ""a"", ""textbook""]",[],Have you bought a textbook for the class?,
202603-0303-2-Q09,202603-0303-2,3.3 - 2,9,How did you manage to finish the class project so quickly?,______ ______ how ______ ______ ______ ______ ______.,7,"[""it ahead"", ""I"", ""also asked me"", ""was able to complete"", ""my professor"", ""of"", ""time""]","[""my professor"", ""also asked me"", ""I"", ""was able to complete"", ""it ahead"", ""of"", ""time""]",[],My professor also asked me how I was able to complete it ahead of time.,
202603-0303-2-Q10,202603-0303-2,3.3 - 2,10,Why are you taking that course?,______ ______ ______ ______ ______ ______ ______.,7,"[""advanced"", ""programming"", ""the class"", ""covers"", ""techniques"", ""and is highly"", ""recommended""]","[""the class"", ""covers"", ""advanced"", ""programming"", ""techniques"", ""and is highly"", ""recommended""]",[],The class covers advanced programming techniques and is highly recommended.,
202603-0308-1-Q01,202603-0308-1,3.8 - 1,1,Are you planning to join the university’s aerobic fitness class?,"No, ______ ______ ______ ______ ______ ______.",6,"[""my"", ""workout"", ""current"", ""routine"", ""prefer"", ""I""]","[""I"", ""prefer"", ""my"", ""current"", ""workout"", ""routine""]",[],"No, I prefer my current workout routine.",
202603-0308-1-Q02,202603-0308-1,3.8 - 1,2,Why are you not coming to the class picnic?,______ ______ ______ ______ ______ ______ ______.,7,"[""can’t"", ""I have"", ""out"", ""of"", ""get"", ""a prior"", ""commitment I""]","[""I have"", ""a prior"", ""commitment I"", ""can’t"", ""get"", ""out"", ""of""]",[],I have a prior commitment I can’t get out of.,
202603-0308-1-Q03,202603-0308-1,3.8 - 1,3,Are you going to the university’s choral concert this weekend?,"No, ______ ______ ______ ______.",4,"[""other"", ""I"", ""have"", ""plans""]","[""I"", ""have"", ""other"", ""plans""]",[],"No, I have other plans.",
202603-0308-1-Q04,202603-0308-1,3.8 - 1,4,Which university did you attend?,______ ______ ______ ______ ______ ______ ______.,7,"[""one"", ""engineering"", ""program"", ""known"", ""for"", ""the"", ""its""]","[""the"", ""one"", ""known"", ""for"", ""its"", ""engineering"", ""program""]",[],The one known for its engineering program.,
202603-0308-1-Q05,202603-0308-1,3.8 - 1,5,Which course are you taking this semester?,______ ______ ______ ______ advanced ______ ______.,6,"[""statistical"", ""I’m taking"", ""a class"", ""methods"", ""covers"", ""that""]","[""I’m taking"", ""a class"", ""that"", ""covers"", ""statistical"", ""methods""]",[],I’m taking a class that covers advanced statistical methods.,
202603-0308-1-Q06,202603-0308-1,3.8 - 1,6,Why haven’t you visited the university’s new art exhibit?,I’ve ______ ______ ______ ______ ______ ______.,6,"[""been"", ""up"", ""other"", ""tied"", ""responsibilities"", ""with""]","[""been"", ""tied"", ""up"", ""with"", ""other"", ""responsibilities""]",[],I’ve been tied up with other responsibilities.,
202603-0308-1-Q07,202603-0308-1,3.8 - 1,7,Why didn’t you go to the campus job fair?,______ ______ ______ ______ that ______.,5,"[""wasn’t"", ""well"", ""evening"", ""feeling"", ""I""]","[""I"", ""wasn’t"", ""feeling"", ""well"", ""evening""]",[],I wasn’t feeling well that evening.,
202603-0308-1-Q08,202603-0308-1,3.8 - 1,8,I love the beautiful flowers they planted in the campus square.,______ ______ ______ ______ ______ ______ florist?,6,"[""me"", ""are from"", ""if they"", ""local"", ""a"", ""can you tell""]","[""can you tell"", ""me"", ""if they"", ""are from"", ""a"", ""local""]",[],Can you tell me if they are from a local florist?,
202603-0308-1-Q09,202603-0308-1,3.8 - 1,9,Are you planning to study for the exam this weekend?,"No, I ______ ______ ______ ______ ______.",5,"[""family"", ""have"", ""with"", ""other plans"", ""my""]","[""have"", ""other plans"", ""with"", ""my"", ""family""]",[],"No, I have other plans with my family.",
202603-0308-1-Q10,202603-0308-1,3.8 - 1,10,Why didn’t you go to the library today?,______ ______ ______ ______ errands ______ ______.,6,"[""many"", ""to"", ""too"", ""I had"", ""other"", ""run""]","[""I had"", ""too"", ""many"", ""other"", ""to"", ""run""]",[],I had too many other errands to run.,
202603-0308-2-Q01,202603-0308-2,3.8 - 2,1,Why didn’t you apply for the scholarship?,______ ______ if ______ ______ ______ ______.,6,"[""sure"", ""for"", ""I wasn’t"", ""qualified"", ""I"", ""it""]","[""I wasn’t"", ""sure"", ""I"", ""qualified"", ""for"", ""it""]",[],I wasn't sure if I qualified for it.,
202603-0308-2-Q02,202603-0308-2,3.8 - 2,2,I’m thinking about getting a new laptop.,______ ______ are ______ ______?,4,"[""considering"", ""brand"", ""which"", ""you""]","[""which"", ""brand"", ""you"", ""considering""]",[],Which brand are you considering?,
202603-0308-2-Q03,202603-0308-2,3.8 - 2,3,I heard that the gallery has an exhibition of student work.,______ know ______ ______ ______ ______ ______?,6,"[""if"", ""the"", ""do you"", ""public yet"", ""it’s"", ""open to""]","[""do you"", ""if"", ""it’s"", ""open to"", ""the"", ""public yet""]",[],Do you know if it's open to the public yet?,
202603-0308-2-Q04,202603-0308-2,3.8 - 2,4,Which college do you want to attend?,My top choice is ______ ______ ______ ______ ______ ______.,6,"[""that"", ""offers"", ""the best"", ""engineering"", ""program"", ""the one""]","[""the one"", ""that"", ""offers"", ""the best"", ""engineering"", ""program""]",[],My top choice is the one that offers the best engineering program.,
202603-0308-2-Q05,202603-0308-2,3.8 - 2,5,Did you complete the survey?,______ ______ ______ ______ ______ ______ yet.,6,"[""the"", ""not"", ""survey link"", ""never"", ""did"", ""I"", ""receive""]","[""I"", ""did"", ""not"", ""receive"", ""the"", ""survey link""]","[""never""]",I did not receive the survey link yet.,
202603-0308-2-Q06,202603-0308-2,3.8 - 2,6,Where is my textbook?,The textbook ______ ______ ______ ______ ______ ______ ______.,7,"[""it"", ""where"", ""you"", ""last"", ""night"", ""left"", ""is""]","[""is"", ""where"", ""you"", ""left"", ""it"", ""last"", ""night""]",[],The textbook is where you left it last night.,
202603-0308-2-Q07,202603-0308-2,3.8 - 2,7,Do you think the project will be successful?,I ______ ______ ______ ______ ______ ______ ______.,7,"[""will"", ""it"", ""don’t"", ""achieve"", ""desired results"", ""the"", ""believe""]","[""don’t"", ""believe"", ""it"", ""will"", ""achieve"", ""the"", ""desired results""]",[],I don't believe it will achieve the desired results.,
202603-0308-2-Q08,202603-0308-2,3.8 - 2,8,Why do you prefer that off-campus park for jogging?,______ ______ ______ ______ ______ ______ favorite.,6,"[""is my"", ""the best"", ""that"", ""trails"", ""the park"", ""has""]","[""the park"", ""that"", ""has"", ""the best"", ""trails"", ""is my""]",[],The park that has the best trails is my favorite.,
202603-0308-2-Q09,202603-0308-2,3.8 - 2,9,Where did you get that information?,______ ______ our professor ______ ______ ______ ______.,6,"[""all"", ""the website"", ""has"", ""that"", ""the details"", ""mentioned""]","[""the website"", ""that"", ""mentioned"", ""has"", ""all"", ""the details""]",[],The website that our professor mentioned has all the details.,
202603-0308-2-Q10,202603-0308-2,3.8 - 2,10,Did you finish reading that book?,______ ______ ______ ______ ______ I have no time ______?,6,"[""I told"", ""have"", ""the reason"", ""for reading anymore"", ""why"", ""you""]","[""have"", ""I told"", ""you"", ""the reason"", ""why"", ""for reading anymore""]",[],Have I told you the reason why I have no time for reading anymore?,
202603-0308-4-Q01,202603-0308-4,3.8 - 4,1,Did you hear back from the interview you had for the job at the student center?,______ ______ ______ ______ ______ yet.,5,"[""me"", ""no,"", ""haven’t"", ""they"", ""contacted""]","[""no,"", ""they"", ""haven’t"", ""contacted"", ""me""]",[],"No, they haven't contacted me yet.",
202603-0308-4-Q02,202603-0308-4,3.8 - 4,2,Why did you choose that university?,My teacher ______ ______ ______ ______ ______ ______ ______.,7,"[""interest"", ""the most"", ""that"", ""me"", ""suggested"", ""the school"", ""would""]","[""suggested"", ""the school"", ""that"", ""would"", ""interest"", ""me"", ""the most""]",[],My teacher suggested the school that would interest me the most.,
202603-0308-4-Q03,202603-0308-4,3.8 - 4,3,Why didn’t you attend the biology lecture yesterday?,______ ______ ______ ______ ______ ______ miss.,6,"[""had"", ""I"", ""gathering"", ""that I"", ""couldn’t"", ""a family""]","[""I"", ""had"", ""a family"", ""gathering"", ""that I"", ""couldn’t""]",[],I had a family gathering that I couldn't miss.,
202603-0308-4-Q04,202603-0308-4,3.8 - 4,4,I have to finish my homework before dinner.,______ ______ ______ ______ ______ yet?,5,"[""start"", ""it"", ""you"", ""started working"", ""have"", ""on""]","[""have"", ""you"", ""started working"", ""on"", ""it""]","[""start""]",Have you started working on it yet?,
202603-0308-4-Q05,202603-0308-4,3.8 - 4,5,What did. Williams say about the project?,He ______ ______ ______ ______ ______ ______ ______.,7,"[""supposed"", ""is"", ""doesn’t"", ""know"", ""when"", ""we"", ""it"", ""to begin""]","[""doesn’t"", ""know"", ""when"", ""it"", ""is"", ""supposed"", ""to begin""]","[""we""]",He doesn't know when it is supposed to begin.,
202603-0308-4-Q06,202603-0308-4,3.8 - 4,6,There is a work study position in the athletic department.,______ you ______ ______ ______ ______?,5,"[""requires experience"", ""the position"", ""if"", ""do"", ""know""]","[""do"", ""know"", ""if"", ""the position"", ""requires experience""]",[],Do you know if the position requires experience?,
202603-0308-4-Q07,202603-0308-4,3.8 - 4,7,I need to study for my final exams next week.,______ ______ ______ ______ ______ will be ______?,6,"[""the questions"", ""difficult"", ""think"", ""you"", ""that"", ""do""]","[""do"", ""you"", ""think"", ""that"", ""the questions"", ""difficult""]",[],Do you think that the questions will be difficult?,
202603-0308-4-Q08,202603-0308-4,3.8 - 4,8,Did you finish the book I lent you?,"Sorry, I ______ ______ ______ ______ ______ ______ ______ yet.",7,"[""not"", ""reading"", ""a chance"", ""have"", ""had"", ""does"", ""it"", ""to begin""]","[""have"", ""not"", ""had"", ""a chance"", ""to begin"", ""reading"", ""it""]","[""does""]","Sorry, I have not had a chance to begin reading it yet.",
202603-0308-4-Q09,202603-0308-4,3.8 - 4,9,I need to finish reading this book for my literature class.,______ ______ ______ ______ ______ ______ ______ your class?,7,"[""it"", ""before"", ""you"", ""do"", ""have"", ""enough time"", ""to finish""]","[""do"", ""you"", ""have"", ""enough time"", ""to finish"", ""it"", ""before""]",[],Do you have enough time to finish it before your class?,
202603-0308-4-Q10,202603-0308-4,3.8 - 4,10,Why didn’t you come to the literature symposium yesterday?,______ ______ ______ ______ ______ ______.,6,"[""received"", ""email I"", ""the"", ""the wrong"", ""had"", ""time listed""]","[""the"", ""email I"", ""received"", ""had"", ""the wrong"", ""time listed""]",[],The email I received had the wrong time listed.,
202603-0310-Q01,202603-0310,3.10,1,The new library is opening soon.,______ you ______ ______ ______ ______ ______?,6,"[""they"", ""do"", ""hours during exams"", ""know"", ""will have extended"", ""if""]","[""do"", ""know"", ""if"", ""they"", ""will have extended"", ""hours during exams""]",[],Do you know if they will have extended hours during exams?,
202603-0310-Q02,202603-0310,3.10,2,Where did you get this information?,______ ______ ______ ______ ______ ______ details.,6,"[""the"", ""contained"", ""read for class"", ""all"", ""that I"", ""the article""]","[""the article"", ""that I"", ""read for class"", ""contained"", ""all"", ""the""]",[],The article that I read for class contained all the details.,
202603-0310-Q03,202603-0310,3.10,3,Why did you choose to show this film in class?,______ ______ ______ ______ ______ ______ ______ interesting.,7,"[""movie"", ""seemed"", ""several"", ""awards"", ""the"", ""and"", ""won""]","[""the"", ""movie"", ""won"", ""several"", ""awards"", ""and"", ""seemed""]",[],The movie won several awards and seemed interesting.,
202603-0310-Q04,202603-0310,3.10,4,Which off-campus restaurant do you like most?,______ ______ ______ ______ ______ ______ seafood dishes.,6,"[""the public library"", ""located near"", ""best"", ""the"", ""makes"", ""the one""]","[""the one"", ""located near"", ""the public library"", ""makes"", ""the"", ""best""]",[],The one located near the public library makes the best seafood dishes.,
202603-0310-Q05,202603-0310,3.10,5,Why didn’t you go to the freshman orientation dinner last night?,______ ______ ______ ______ ______ ______ address.,6,"[""The invitation"", ""received"", ""had"", ""wrong"", ""the"", ""I""]","[""The invitation"", ""I"", ""received"", ""had"", ""the"", ""wrong""]",[],The invitation I received had the wrong address.,
202603-0310-Q06,202603-0310,3.10,6,Thank you for returning the book that you borrowed from me.,Can you ______ ______ ______ ______ ______ ______?,6,"[""you"", ""tell"", ""any other recommendations"", ""have"", ""whether"", ""me""]","[""tell"", ""me"", ""whether"", ""you"", ""have"", ""any other recommendations""]",[],Can you tell me whether you have any other recommendations?,
202603-0310-Q07,202603-0310,3.10,7,I finished the presentation slides for you assignment.,______ ______ ______ ______ ______ ______ as well?,6,"[""if"", ""we"", ""a written report"", ""need to submit"", ""know"", ""do you""]","[""do you"", ""know"", ""if"", ""we"", ""need to submit"", ""a written report""]",[],Do you know if we need to submit a written report as well?,
202603-0310-Q08,202603-0310,3.10,8,Where is your favorite place to take a walk?,______ that ______ ______ ______ ______ ______.,6,"[""The park"", ""near the"", ""my"", ""favorite spot"", ""campus is"", ""is""]","[""The park"", ""is"", ""near the"", ""campus is"", ""my"", ""favorite spot""]",[],The park that is near the campus is my favorite spot.,
